0.0 ,  0.82652 ,  0.51339 , 1.0 ,  0.03199 , 0.0 , 2.0
0.0 ,  1.28411 ,  0.13609 , 0.0 ,  0.03819 , 0.0 , 1.0
0.0 ,  0.85796 ,  0.29738 , 0.0 ,  0.11124 , 0.0 , 1.0
1.0 ,  0.94198 ,  0.24970 , 0.0 ,  0.17751 , 0.0 , 1.0
0.0 ,  0.81006 ,  0.49920 , 1.0 ,  0.09050 , 1.0 , 2.0
0.0 ,  0.79376 ,  0.48528 , 0.0 ,  0.23506 , 0.0 , 2.0
0.0 ,  0.93430 ,  0.25371 , 1.0 ,  0.01147 , 0.0 , 2.0
0.0 ,  1.31210 ,  0.13143 , 1.0 ,  0.15409 , 0.0 , 2.0
1.0 ,  1.00327 ,  0.66904 , 1.0 ,  0.01664 , 0.0 , 2.0
0.0 ,  1.25319 ,  0.14188 , 1.0 ,  0.02499 , 0.0 , 2.0
0.0 ,  1.00483 ,  0.67040 , 1.0 ,  0.13729 , 1.0 , 1.0
0.0 ,  1.29282 ,  0.89315 , 1.0 ,  0.13459 , 0.0 , 1.0
0.0 ,  0.92258 ,  0.59785 , 0.0 ,  0.03160 , 0.0 , 2.0
1.0 ,  1.40640 ,  0.11924 , 1.0 ,  0.02741 , 1.0 , 1.0
0.0 ,  0.86573 ,  0.54760 , 0.0 ,  0.02722 , 0.0 , 2.0
0.0 ,  0.88517 ,  0.56474 , 1.0 ,  0.00633 , 0.0 , 1.0
1.0 ,  1.61830 ,  0.90000 , 1.0 ,  0.06494 , 0.0 , 1.0
0.0 ,  1.57397 ,  0.90000 , 1.0 ,  0.12764 , 1.0 , 1.0
0.0 ,  0.70710 ,  0.41411 , 1.0 ,  0.08788 , 0.0 , 2.0
0.0 ,  0.95695 ,  0.62830 , 0.0 ,  0.05607 , 0.0 , 2.0
1.0 ,  1.22973 ,  0.14675 , 1.0 ,  0.14961 , 1.0 , 2.0
0.0 ,  0.76750 ,  0.46317 , 1.0 ,  0.00552 , 0.0 , 2.0
0.0 ,  1.65822 ,  0.90000 , 1.0 ,  0.17113 , 1.0 , 1.0
0.0 ,  0.96076 ,  0.24019 , 1.0 ,  0.11164 , 0.0 , 1.0
0.0 ,  1.22799 ,  0.14713 , 1.0 ,  0.00024 , 0.0 , 1.0
0.0 ,  1.41995 ,  0.11787 , 1.0 ,  0.24932 , 1.0 , 1.0
0.0 ,  1.01945 ,  0.21316 , 1.0 ,  0.21062 , 1.0 , 2.0
0.0 ,  1.39128 ,  0.12087 , 0.0 ,  0.02761 , 0.0 , 1.0
0.0 ,  1.62032 ,  0.10546 , 1.0 ,  0.06552 , 0.0 , 2.0
0.0 ,  1.63043 ,  0.10512 , 1.0 ,  0.25500 , 0.0 , 1.0
0.0 ,  0.85769 ,  0.29754 , 1.0 ,  0.02274 , 1.0 , 2.0
0.0 ,  1.03020 ,  0.69242 , 1.0 ,  0.17979 , 0.0 , 1.0
0.0 ,  1.43909 ,  0.11608 , 1.0 ,  0.19174 , 0.0 , 2.0
0.0 ,  0.77293 ,  0.46771 , 0.0 ,  0.05176 , 0.0 , 1.0
1.0 ,  0.87151 ,  0.55269 , 1.0 ,  0.00319 , 0.0 , 2.0
0.0 ,  1.43118 ,  0.90000 , 0.0 ,  0.02313 , 0.0 , 1.0
0.0 ,  0.80642 ,  0.49608 , 1.0 ,  0.02022 , 0.0 , 1.0
0.0 ,  0.81008 ,  0.32825 , 1.0 ,  0.00815 , 0.0 , 1.0
0.0 ,  0.84523 ,  0.30533 , 0.0 ,  0.00084 , 0.0 , 2.0
0.0 ,  0.84833 ,  0.53236 , 1.0 ,  0.11305 , 0.0 , 1.0
